block,task_id,family,n,comparator,budget,field,log_ratio,absolute_r_difference,rank_r,baseline_r,matched_seed_pairs
1,test_ba_100_01,ba,100,log_mse,192,best_r,0.027884570678757808,0.006808333333333329,0.24788333333333332,0.24107500000000004,6
1,test_ba_100_02,ba,100,log_mse,192,best_r,0.018865867367458253,0.004925000000000003,0.2637541666666667,0.25882916666666667,6
1,test_ba_100_03,ba,100,log_mse,192,best_r,0.02385555295944256,0.0062333333333333225,0.26580833333333337,0.259575,6
1,test_ba_100_04,ba,100,log_mse,192,best_r,0.033168499244378,0.008220833333333325,0.25175416666666667,0.24353333333333335,6
1,test_ba_100_05,ba,100,log_mse,192,best_r,0.026410195891104663,0.006412500000000006,0.24770833333333334,0.24129583333333335,6
1,test_ba_100_06,ba,100,log_mse,192,best_r,0.007696828700900914,0.002058333333333338,0.26844583333333333,0.2663875,6
1,test_ba_100_07,ba,100,log_mse,192,best_r,0.017808417986131905,0.0049125000000000045,0.27919583333333337,0.27428333333333327,6
1,test_ba_50_00,ba,50,log_mse,192,best_r,0.0027062558313602635,0.0006333333333333191,0.2671666666666667,0.26653333333333334,6
1,test_ba_50_01,ba,50,log_mse,192,best_r,0.009904797086522558,0.002983333333333347,0.3032166666666667,0.3002333333333333,6
1,test_ba_50_02,ba,50,log_mse,192,best_r,0.02111317407068691,0.005849999999999994,0.27913333333333334,0.2732833333333333,6
1,test_ba_50_03,ba,50,log_mse,192,best_r,0.016967356404540185,0.0048166666666666635,0.28696666666666665,0.28214999999999996,6
1,test_ba_50_04,ba,50,log_mse,192,best_r,0.020305104670512535,0.00523333333333334,0.2598833333333333,0.25465,6
1,test_ba_50_05,ba,50,log_mse,192,best_r,0.017817027413873397,0.005100000000000012,0.28683333333333333,0.28173333333333334,6
1,test_ba_50_06,ba,50,log_mse,192,best_r,-0.004028555214595819,-0.001266666666666666,0.3159,0.31716666666666665,6
1,test_ba_50_07,ba,50,log_mse,192,best_r,0.011090335763044405,0.002966666666666673,0.2687333333333333,0.26576666666666665,6
1,test_er_100_00,er,100,log_mse,192,best_r,0.0006918148014956029,0.00022916666666666918,0.33493749999999994,0.33470833333333333,6
1,test_er_100_01,er,100,log_mse,192,best_r,0.0072614555189904305,0.0025041666666666498,0.3453958333333333,0.34289166666666665,6
1,test_er_100_02,er,100,log_mse,192,best_r,0.002767985707273754,0.0009291666666666661,0.33210833333333334,0.33117916666666664,6
1,test_er_100_03,er,100,log_mse,192,best_r,-0.006465982018974761,-0.002120833333333331,0.3268125,0.32893333333333336,6
1,test_er_100_04,er,100,log_mse,192,best_r,-0.0011038636243669421,-0.00034583333333331373,0.32558333333333334,0.32592916666666666,6
